客户ID,年龄,性别,购买商品,商品类别,消费金额(美元),所在州,尺码,颜色,季节,评分,是否订阅,配送方式,是否使用折扣,是否使用优惠码,历史购买次数,支付方式,购买频率
909,26,男,太阳镜,配饰,99,New Jersey,M,绿松石色,冬,3.6,是,包邮,是,Yes,9,PayPal,每三个月
910,61,男,腰带,配饰,56,Louisiana,L,银色,秋,2.7,是,快递,是,Yes,36,PayPal,每周
911,49,男,卫衣,服装,25,South Carolina,S,粉色,春,3.4,是,快递,是,Yes,22,信用卡,每月
912,53,男,长裤,服装,74,Vermont,M,黑色,冬,2.8,是,两日达,是,Yes,2,银行转账,每季
913,24,男,卫衣,服装,56,Arkansas,M,绿色,冬,3.4,是,次日达,是,Yes,32,银行转账,每月
914,37,男,运动鞋,鞋履,47,Utah,M,黄色,秋,2.6,是,次日达,是,Yes,29,现金,每三个月
915,43,男,连衣裙,服装,67,Washington,L,紫色,夏,4.1,是,标准快递,是,Yes,27,Venmo,每三个月
916,31,男,连衣裙,服装,22,Rhode Island,L,紫色,冬,2.9,是,门店自提,是,Yes,33,信用卡,每两周
917,49,男,牛仔裤,服装,34,Illinois,S,蓝色,春,2.7,是,标准快递,是,Yes,16,Venmo,每月
918,69,男,毛衣,服装,64,Missouri,M,栗色,春,3.7,是,标准快递,是,Yes,11,银行转账,每季
919,65,男,短裤,服装,42,North Carolina,M,橙色,春,4.3,是,两日达,是,Yes,11,现金,每两周
920,41,男,衬衫,服装,82,Massachusetts,L,绿色,冬,2.6,是,两日达,是,Yes,17,借记卡,双周
921,37,男,腰带,配饰,81,Arkansas,XL,金色,夏,4.3,是,包邮,是,Yes,37,现金,每周
922,70,男,大衣,外套,24,South Dakota,L,银色,夏,4.1,是,快递,是,Yes,18,PayPal,每周
923,63,男,运动鞋,鞋履,60,Georgia,M,青色,秋,4.2,是,标准快递,是,Yes,13,信用卡,每月
924,55,男,衬衫,服装,24,Arkansas,M,银色,春,4.2,是,两日达,是,Yes,7,PayPal,每周
925,52,男,袜子,服装,78,Kansas,XL,米色,冬,3.1,是,标准快递,是,Yes,37,现金,每季
926,22,男,牛仔裤,服装,88,Arizona,L,青绿色,冬,4.9,是,快递,是,Yes,8,现金,每月
927,54,男,牛仔裤,服装,63,Massachusetts,XL,绿色,春,4.4,是,快递,是,Yes,11,现金,双周
928,28,男,运动鞋,鞋履,78,New Mexico,L,黑色,夏,4.4,是,标准快递,是,Yes,8,Venmo,双周
929,67,男,连衣裙,服装,37,Arkansas,XL,黄色,冬,3.4,是,门店自提,是,Yes,31,现金,每三个月
930,59,男,靴子,鞋履,94,Nebraska,M,白色,秋,4.5,是,两日达,是,Yes,26,借记卡,每两周
931,26,男,T恤,服装,78,Hawaii,L,绿色,秋,4.5,是,门店自提,是,Yes,20,信用卡,双周
932,24,男,大衣,外套,36,Nebraska,M,银色,冬,4.1,是,标准快递,是,Yes,24,银行转账,每两周
933,62,男,半身裙,服装,24,Indiana,L,蓝色,冬,3.2,是,标准快递,是,Yes,45,借记卡,双周
934,70,男,运动鞋,鞋履,84,Colorado,M,品红色,春,2.7,是,门店自提,是,Yes,33,借记卡,每月
935,45,男,牛仔裤,服装,47,Oregon,S,黄色,春,3.7,是,快递,是,Yes,21,银行转账,每月
936,58,男,卫衣,服装,51,Ohio,L,白色,秋,2.6,是,门店自提,是,Yes,2,银行转账,每两周
937,31,男,鞋子,鞋履,84,Maine,M,粉色,夏,2.7,是,包邮,是,Yes,28,现金,每周
938,32,男,短裤,服装,24,Iowa,M,品红色,夏,2.7,是,快递,是,Yes,18,Venmo,每季
939,36,男,女式衬衫,服装,97,Wisconsin,S,青绿色,秋,4.8,是,包邮,是,Yes,21,借记卡,每两周
940,25,男,T恤,服装,89,New York,L,靛蓝色,冬,4.8,是,次日达,是,Yes,24,信用卡,每月
941,48,男,腰带,配饰,44,Colorado,S,栗色,春,2.6,是,门店自提,是,Yes,15,PayPal,每三个月
942,39,男,手提包,配饰,35,Illinois,L,黑色,冬,4.5,是,两日达,是,Yes,38,PayPal,每三个月
943,26,男,连衣裙,服装,91,Arizona,M,青色,冬,3.2,是,快递,是,Yes,38,PayPal,双周
944,32,男,帽子,配饰,63,Oklahoma,L,青色,冬,3.8,是,次日达,是,Yes,13,Venmo,每两周
945,54,男,腰带,配饰,97,Indiana,S,灰色,春,4.8,是,快递,是,Yes,39,现金,双周
946,38,男,靴子,鞋履,38,Minnesota,M,紫罗兰色,夏,4.1,是,门店自提,是,Yes,8,Venmo,每三个月
947,46,男,大衣,外套,24,Pennsylvania,XL,蓝色,春,2.8,是,次日达,是,Yes,4,PayPal,每季
948,57,男,女式衬衫,服装,32,Indiana,M,炭灰色,冬,3.9,是,门店自提,是,Yes,6,现金,每三个月
949,49,男,帽子,配饰,90,Alabama,L,橄榄绿,夏,4.9,是,快递,是,Yes,11,Venmo,每三个月
950,33,男,牛仔裤,服装,36,Montana,M,橄榄绿,夏,3.4,是,标准快递,是,Yes,49,Venmo,每月
951,54,男,双肩包,配饰,37,New Mexico,XL,绿松石色,冬,4.1,是,包邮,是,Yes,30,PayPal,每季
952,47,男,连衣裙,服装,51,Alaska,M,青色,夏,2.9,是,快递,是,Yes,34,银行转账,每月
953,36,男,帽子,配饰,71,Idaho,S,红色,秋,3.1,是,两日达,是,Yes,28,PayPal,每月
954,68,男,太阳镜,配饰,50,Utah,S,青色,春,3.6,是,两日达,是,Yes,36,Venmo,每季
955,60,男,帽子,配饰,74,Louisiana,S,绿松石色,秋,3.5,是,标准快递,是,Yes,18,信用卡,每三个月
956,55,男,连衣裙,服装,75,Mississippi,L,薰衣草紫,夏,3.4,是,包邮,是,Yes,4,PayPal,每月
957,29,男,衬衫,服装,99,Mississippi,XL,青色,春,2.9,是,两日达,是,Yes,42,借记卡,每季
958,38,男,围巾,配饰,23,Indiana,XL,紫罗兰色,春,4.7,是,门店自提,是,Yes,11,现金,每季
959,70,男,运动鞋,鞋履,53,Washington,XL,米色,冬,4.4,是,包邮,是,Yes,31,信用卡,双周
960,36,男,半身裙,服装,99,Nevada,M,青色,春,2.6,是,标准快递,是,Yes,12,现金,每两周
961,18,男,首饰,配饰,48,Louisiana,XL,靛蓝色,春,4.4,是,标准快递,是,Yes,20,Venmo,每季
962,62,男,靴子,鞋履,72,Pennsylvania,L,橄榄绿,秋,3.7,是,次日达,是,Yes,37,借记卡,每季
963,29,男,太阳镜,配饰,64,Michigan,L,绿色,春,4.4,是,标准快递,是,Yes,26,借记卡,每两周
964,21,男,靴子,鞋履,63,South Carolina,L,绿色,春,2.5,是,两日达,是,Yes,14,信用卡,每周
965,42,男,凉鞋,鞋履,51,Arizona,M,米色,春,2.6,是,次日达,是,Yes,12,Venmo,双周
966,43,男,靴子,鞋履,55,Delaware,L,黑色,春,5.0,是,门店自提,是,Yes,10,信用卡,每年
967,58,男,连衣裙,服装,55,Kentucky,M,棕色,春,4.9,是,快递,是,Yes,19,现金,每年
968,27,男,卫衣,服装,26,Georgia,S,银色,夏,3.7,是,门店自提,是,Yes,4,现金,每周
969,57,男,短裤,服装,67,North Carolina,L,灰色,夏,3.1,是,次日达,是,Yes,48,银行转账,每季
970,40,男,大衣,外套,31,California,S,粉色,秋,3.2,是,快递,是,Yes,37,PayPal,每月
971,45,男,牛仔裤,服装,66,California,S,栗色,冬,4.4,是,包邮,是,Yes,4,现金,每月
972,47,男,太阳镜,配饰,67,Indiana,M,青色,夏,4.3,是,次日达,是,Yes,15,信用卡,每周
973,61,男,运动鞋,鞋履,61,Colorado,L,金色,冬,3.0,是,标准快递,是,Yes,33,信用卡,每周
974,60,男,夹克,外套,75,Colorado,M,青绿色,秋,3.5,是,两日达,是,Yes,30,银行转账,每季
975,69,男,半身裙,服装,90,North Carolina,M,米色,春,3.6,是,两日达,是,Yes,23,银行转账,每月
976,58,男,毛衣,服装,40,Washington,M,橄榄绿,夏,3.8,是,两日达,是,Yes,2,银行转账,每周
977,34,男,T恤,服装,90,Florida,M,灰色,秋,3.6,是,快递,是,Yes,50,信用卡,每三个月
978,20,男,腰带,配饰,20,Washington,M,黑色,春,4.6,是,快递,是,Yes,34,现金,双周
979,56,男,手套,配饰,40,Colorado,M,绿松石色,夏,2.5,是,标准快递,是,Yes,33,信用卡,每周
980,64,男,帽子,配饰,33,New Hampshire,S,棕色,秋,3.5,是,门店自提,是,Yes,34,借记卡,每月
981,56,男,靴子,鞋履,98,Maryland,S,品红色,春,4.0,是,包邮,是,Yes,39,PayPal,每三个月
982,27,男,腰带,配饰,42,Maryland,M,银色,春,3.5,是,次日达,是,Yes,47,信用卡,每季
983,35,男,大衣,外套,62,Texas,S,红色,夏,3.2,是,标准快递,是,Yes,37,PayPal,每月
984,24,男,帽子,配饰,45,New Mexico,L,靛蓝色,冬,3.5,是,包邮,是,Yes,40,Venmo,双周
985,26,男,鞋子,鞋履,78,Utah,M,绿色,夏,3.4,是,包邮,是,Yes,8,信用卡,双周
986,32,男,手提包,配饰,80,West Virginia,M,灰色,秋,5.0,是,快递,是,Yes,12,银行转账,每年
987,54,男,围巾,配饰,96,Connecticut,S,桃色,春,4.5,是,门店自提,是,Yes,36,银行转账,每月
988,62,男,手提包,配饰,47,West Virginia,M,炭灰色,夏,2.8,是,快递,是,Yes,48,PayPal,每周
989,50,男,长裤,服装,84,Ohio,M,橙色,冬,4.9,是,两日达,是,Yes,47,PayPal,每两周
990,70,男,鞋子,鞋履,31,Texas,M,米色,春,3.1,是,门店自提,是,Yes,2,银行转账,每月
991,48,男,太阳镜,配饰,63,Washington,S,黄色,春,4.8,是,门店自提,是,Yes,24,现金,每周
992,20,男,短裤,服装,97,Wisconsin,XL,白色,春,2.7,是,标准快递,是,Yes,40,银行转账,双周
993,46,男,夹克,外套,99,Louisiana,M,灰色,冬,4.6,是,快递,是,Yes,50,借记卡,每周
994,51,男,凉鞋,鞋履,90,Iowa,M,桃色,冬,4.4,是,门店自提,是,Yes,25,现金,每周
995,53,男,鞋子,鞋履,68,New York,L,紫罗兰色,秋,3.2,是,快递,是,Yes,20,借记卡,每月
996,44,男,首饰,配饰,80,Idaho,M,品红色,春,3.0,是,两日达,是,Yes,10,Venmo,每周
997,29,男,凉鞋,鞋履,91,Delaware,L,栗色,夏,4.9,是,标准快递,是,Yes,32,银行转账,每季
998,64,男,长裤,服装,30,Kentucky,M,青色,春,3.6,是,快递,是,Yes,31,现金,每两周
999,51,男,鞋子,鞋履,90,Connecticut,M,白色,春,3.8,是,次日达,是,Yes,48,银行转账,双周
1000,50,男,袜子,服装,28,New Mexico,L,棕色,春,2.9,是,标准快递,是,Yes,23,借记卡,每月
1001,43,男,袜子,服装,46,Georgia,M,红色,冬,3.9,是,快递,是,Yes,1,银行转账,双周
1002,61,男,连衣裙,服装,60,Washington,M,橙色,秋,3.6,是,标准快递,是,Yes,4,借记卡,每两周
1003,55,男,鞋子,鞋履,59,North Dakota,M,白色,春,3.5,是,门店自提,是,Yes,3,银行转账,双周
1004,56,男,帽子,配饰,68,Ohio,M,绿色,秋,4.0,是,门店自提,是,Yes,3,现金,双周
1005,33,男,双肩包,配饰,79,Tennessee,M,黑色,夏,4.8,是,两日达,是,Yes,44,现金,每年
1006,43,男,双肩包,配饰,94,New York,M,金色,冬,3.9,是,门店自提,是,Yes,5,借记卡,双周
1007,21,男,长裤,服装,83,Michigan,S,薰衣草紫,夏,4.5,是,次日达,是,Yes,50,Venmo,每季
1008,58,男,手套,配饰,62,Georgia,XL,绿松石色,春,4.8,是,标准快递,是,Yes,2,信用卡,每年
1009,41,男,围巾,配饰,85,New Mexico,M,粉色,春,2.6,是,门店自提,是,Yes,29,PayPal,每年
1010,39,男,卫衣,服装,30,Louisiana,M,银色,夏,3.1,是,快递,是,Yes,11,Venmo,每年
1011,54,男,牛仔裤,服装,24,South Dakota,XL,灰色,春,4.7,是,两日达,是,Yes,37,信用卡,每两周
1012,43,男,双肩包,配饰,25,Montana,L,靛蓝色,春,2.9,是,次日达,是,Yes,32,借记卡,每两周
1013,28,男,凉鞋,鞋履,37,New Mexico,L,青绿色,夏,3.8,是,快递,是,Yes,27,信用卡,每年
1014,59,男,腰带,配饰,69,South Carolina,XL,绿色,夏,3.8,是,两日达,是,Yes,31,Venmo,双周
1015,28,男,鞋子,鞋履,97,Ohio,M,紫罗兰色,夏,3.0,是,标准快递,是,Yes,36,借记卡,每两周
1016,68,男,手套,配饰,24,North Carolina,M,青色,夏,4.1,是,标准快递,是,Yes,34,现金,每周
1017,20,男,腰带,配饰,30,Idaho,XL,蓝色,夏,3.4,是,快递,是,Yes,15,银行转账,每三个月
1018,21,男,夹克,外套,53,Oklahoma,L,橙色,秋,2.5,是,快递,是,Yes,14,信用卡,每年
1019,50,男,连衣裙,服装,70,Georgia,XL,炭灰色,春,4.9,是,次日达,是,Yes,46,现金,每周
1020,32,男,衬衫,服装,76,Kentucky,S,米色,冬,2.8,是,标准快递,是,Yes,33,Venmo,双周
1021,24,男,围巾,配饰,95,Delaware,M,黑色,秋,4.5,是,快递,是,Yes,41,借记卡,每年
1022,55,男,大衣,外套,51,Massachusetts,S,薰衣草紫,冬,4.9,是,两日达,是,Yes,39,PayPal,每周
1023,61,男,手提包,配饰,41,Nebraska,M,薰衣草紫,冬,4.9,是,门店自提,是,Yes,7,现金,每年
1024,61,男,太阳镜,配饰,71,Maine,S,绿松石色,冬,3.5,是,包邮,是,Yes,29,银行转账,每三个月
1025,28,男,T恤,服装,66,Pennsylvania,M,紫色,夏,3.5,是,包邮,是,Yes,18,Venmo,每季
1026,60,男,衬衫,服装,84,Nebraska,M,橄榄绿,冬,4.9,是,包邮,是,Yes,15,信用卡,每年
1027,49,男,手提包,配饰,95,Virginia,L,绿松石色,冬,3.0,是,快递,是,Yes,39,PayPal,双周
1028,33,男,首饰,配饰,90,Ohio,L,青绿色,夏,2.8,是,次日达,是,Yes,11,现金,每月
1029,45,男,卫衣,服装,36,Nebraska,S,薰衣草紫,夏,3.7,是,标准快递,是,Yes,4,现金,每两周
1030,29,男,手套,配饰,22,Ohio,M,紫色,春,3.6,是,两日达,是,Yes,33,Venmo,双周
1031,58,男,大衣,外套,89,Kentucky,L,蓝色,冬,3.3,是,次日达,是,Yes,37,借记卡,每季
1032,22,男,凉鞋,鞋履,50,Tennessee,M,青绿色,春,3.4,是,包邮,是,Yes,32,现金,每季
1033,55,男,靴子,鞋履,36,Maine,M,薰衣草紫,秋,4.0,是,包邮,是,Yes,44,信用卡,每季
1034,19,男,长裤,服装,52,Montana,S,银色,春,4.6,是,包邮,是,Yes,41,银行转账,每季
1035,68,男,袜子,服装,29,Maryland,M,橄榄绿,秋,4.2,是,次日达,是,Yes,44,银行转账,每周
1036,61,男,女式衬衫,服装,89,Georgia,M,棕色,秋,2.8,是,快递,是,Yes,32,Venmo,每年
1037,68,男,手提包,配饰,47,Hawaii,M,黄色,秋,3.7,是,两日达,是,Yes,13,银行转账,每月
1038,52,男,首饰,配饰,25,Rhode Island,XL,棕色,春,3.4,是,标准快递,是,Yes,48,借记卡,每季
1039,41,男,长裤,服装,74,Nebraska,XL,青色,秋,3.0,是,快递,是,Yes,3,银行转账,每周
1040,29,男,腰带,配饰,46,Michigan,M,品红色,秋,4.8,是,标准快递,是,Yes,39,Venmo,每月
1041,68,男,牛仔裤,服装,22,North Carolina,S,品红色,秋,4.0,是,次日达,是,Yes,7,现金,每两周
1042,36,男,衬衫,服装,25,Minnesota,M,橙色,夏,4.9,是,次日达,是,Yes,11,现金,每两周
1043,55,男,腰带,配饰,80,Maryland,M,栗色,春,4.9,是,次日达,是,Yes,47,信用卡,每周
1044,28,男,牛仔裤,服装,76,Hawaii,M,绿色,春,3.3,是,两日达,是,Yes,28,借记卡,每两周
1045,39,男,牛仔裤,服装,30,Oregon,L,青绿色,夏,4.4,是,次日达,是,Yes,17,银行转账,每三个月
1046,54,男,毛衣,服装,79,New Mexico,L,黑色,秋,3.5,是,两日达,是,Yes,11,PayPal,双周
1047,40,男,运动鞋,鞋履,22,Illinois,M,品红色,冬,4.2,是,标准快递,是,Yes,12,Venmo,每年
1048,31,男,袜子,服装,36,Utah,S,橄榄绿,秋,4.2,是,标准快递,是,Yes,7,信用卡,每两周
1049,30,男,袜子,服装,77,Maine,L,黄色,秋,2.7,是,标准快递,是,Yes,19,Venmo,每两周
1050,45,男,太阳镜,配饰,33,Virginia,S,紫色,秋,2.8,是,门店自提,是,Yes,24,现金,每季
1051,48,男,运动鞋,鞋履,64,Florida,M,米色,冬,3.8,是,次日达,是,Yes,19,Venmo,每月
1052,45,男,袜子,服装,53,Ohio,M,靛蓝色,秋,2.6,是,包邮,是,Yes,39,PayPal,每年
1053,60,男,鞋子,鞋履,36,Virginia,XL,粉色,秋,3.0,是,两日达,是,Yes,1,信用卡,每两周
1054,59,男,女式衬衫,服装,70,Kansas,M,蓝色,春,3.3,否,两日达,是,Yes,10,借记卡,双周
1055,18,男,短裤,服装,96,Arkansas,L,青色,冬,4.9,否,快递,是,Yes,48,PayPal,每季
1056,70,男,夹克,外套,27,Massachusetts,M,橙色,春,3.3,否,次日达,是,Yes,24,借记卡,每年
1057,20,男,毛衣,服装,64,Idaho,L,黑色,冬,2.9,否,两日达,是,Yes,42,Venmo,每两周
1058,65,男,夹克,外套,23,Wisconsin,S,栗色,春,4.4,否,两日达,是,Yes,20,信用卡,每周
1059,29,男,围巾,配饰,33,New Mexico,L,紫罗兰色,夏,3.1,否,次日达,是,Yes,49,银行转账,每三个月
1060,22,男,夹克,外套,34,North Carolina,M,米色,冬,2.5,否,标准快递,是,Yes,25,借记卡,每月
1061,27,男,毛衣,服装,35,Iowa,S,灰色,夏,2.6,否,次日达,是,Yes,21,借记卡,每三个月
1062,36,男,大衣,外套,62,Idaho,M,灰色,夏,4.4,否,包邮,是,Yes,12,Venmo,每三个月
1063,59,男,靴子,鞋履,75,Ohio,M,棕色,秋,2.6,否,次日达,是,Yes,21,借记卡,每三个月
1064,62,男,卫衣,服装,29,Alabama,S,靛蓝色,夏,3.3,否,包邮,是,Yes,35,现金,每月
1065,34,男,帽子,配饰,28,Wyoming,M,紫罗兰色,春,3.5,否,快递,是,Yes,42,信用卡,每三个月
1066,59,男,T恤,服装,20,Alabama,XL,蓝色,春,4.1,否,门店自提,是,Yes,3,PayPal,每三个月
1067,49,男,大衣,外套,96,Mississippi,M,红色,冬,4.0,否,门店自提,是,Yes,11,PayPal,双周
1068,18,男,连衣裙,服装,43,Pennsylvania,S,桃色,夏,2.7,否,两日达,是,Yes,22,PayPal,每季
1069,55,男,衬衫,服装,94,Wyoming,M,橄榄绿,秋,2.5,否,标准快递,是,Yes,47,信用卡,每周
1070,38,男,半身裙,服装,81,Maryland,XL,白色,秋,4.3,否,次日达,是,Yes,33,Venmo,每三个月
1071,50,男,首饰,配饰,75,North Carolina,M,品红色,夏,3.3,否,包邮,是,Yes,50,借记卡,每周
1072,61,男,帽子,配饰,81,Pennsylvania,M,米色,夏,2.6,否,快递,是,Yes,46,信用卡,每月
1073,48,男,短裤,服装,92,Idaho,L,金色,秋,,否,快递,是,Yes,34,借记卡,每两周
1074,22,男,围巾,配饰,96,California,XL,紫色,春,4.0,否,门店自提,是,Yes,33,信用卡,每月
1075,48,男,首饰,配饰,71,Tennessee,S,白色,秋,2.6,否,标准快递,是,Yes,45,银行转账,每两周
1076,57,男,太阳镜,配饰,50,Missouri,L,靛蓝色,夏,4.9,否,次日达,是,Yes,32,借记卡,双周
1077,33,男,大衣,外套,72,North Dakota,L,炭灰色,春,2.9,否,标准快递,是,Yes,47,Venmo,双周
1078,58,男,夹克,外套,28,West Virginia,M,粉色,冬,3.7,否,标准快递,是,Yes,5,PayPal,每季
1079,37,男,毛衣,服装,59,Arizona,M,银色,秋,4.4,否,快递,是,Yes,49,信用卡,每两周
1080,18,男,大衣,外套,33,Oklahoma,S,蓝色,夏,4.4,否,包邮,是,Yes,48,银行转账,每月
1081,65,男,围巾,配饰,59,Pennsylvania,L,蓝色,秋,3.8,否,快递,是,Yes,22,现金,每三个月
1082,62,男,腰带,配饰,30,Idaho,XL,棕色,春,4.5,否,标准快递,是,Yes,45,信用卡,每年
1083,54,男,帽子,配饰,85,South Carolina,XL,青色,冬,2.6,否,次日达,是,Yes,30,Venmo,每季
1084,35,男,双肩包,配饰,97,Washington,L,青绿色,夏,3.3,否,门店自提,是,Yes,43,现金,每周
1085,34,男,T恤,服装,36,Arkansas,S,紫色,秋,4.1,否,次日达,是,Yes,48,现金,每季
1086,25,男,首饰,配饰,85,Utah,M,绿松石色,冬,3.0,否,门店自提,是,Yes,23,Venmo,每两周
1087,53,男,太阳镜,配饰,62,Alaska,M,橄榄绿,冬,3.0,否,包邮,是,Yes,27,PayPal,双周
1088,45,男,牛仔裤,服装,71,West Virginia,S,白色,冬,3.4,否,次日达,是,Yes,7,银行转账,每月
1089,49,男,长裤,服装,21,Louisiana,M,绿松石色,冬,2.7,否,包邮,是,Yes,2,PayPal,每周
1090,40,男,双肩包,配饰,61,Arizona,M,银色,春,3.8,否,次日达,是,Yes,33,PayPal,双周
1091,38,男,围巾,配饰,58,Connecticut,M,紫罗兰色,春,4.2,否,门店自提,是,Yes,27,现金,每两周
1092,44,男,毛衣,服装,80,North Carolina,L,薰衣草紫,春,4.7,否,门店自提,是,Yes,6,信用卡,每两周
1093,68,男,首饰,配饰,50,South Dakota,L,品红色,春,4.1,否,两日达,是,Yes,20,Venmo,每季
1094,60,男,运动鞋,鞋履,48,Delaware,S,靛蓝色,冬,4.2,否,两日达,是,Yes,46,Venmo,每三个月
1095,25,男,首饰,配饰,40,Connecticut,M,黑色,冬,4.8,否,次日达,是,Yes,25,现金,每季
1096,19,男,大衣,外套,34,Tennessee,S,桃色,夏,3.0,否,包邮,是,Yes,30,银行转账,每季
1097,57,男,大衣,外套,46,New Hampshire,S,米色,秋,2.6,否,标准快递,是,Yes,48,信用卡,每年
1098,58,男,太阳镜,配饰,27,Vermont,M,黑色,夏,3.2,否,门店自提,是,Yes,47,银行转账,每周
1099,49,男,手提包,配饰,98,Idaho,S,绿松石色,春,3.6,否,次日达,是,Yes,27,信用卡,每周
1100,19,男,毛衣,服装,73,North Carolina,M,桃色,秋,2.6,否,次日达,是,Yes,45,银行转账,每两周
1101,50,男,长裤,服装,28,Nevada,L,金色,春,4.4,否,快递,是,Yes,2,信用卡,每周
1102,30,男,手套,配饰,76,Delaware,XL,银色,秋,3.0,否,包邮,是,Yes,39,现金,每两周
1103,52,男,毛衣,服装,83,Texas,M,桃色,秋,2.9,否,快递,是,Yes,24,现金,每两周
1104,35,男,卫衣,服装,23,Tennessee,S,炭灰色,春,4.3,否,包邮,是,Yes,8,借记卡,双周
1105,35,男,帽子,配饰,28,Delaware,M,米色,秋,3.1,否,快递,是,Yes,8,银行转账,每季
1106,33,男,T恤,服装,83,Massachusetts,S,橄榄绿,春,3.0,否,次日达,是,Yes,6,Venmo,每三个月
1107,52,男,半身裙,服装,96,Minnesota,L,紫罗兰色,冬,3.6,否,门店自提,是,Yes,12,Venmo,每两周
1108,69,男,运动鞋,鞋履,62,Texas,M,桃色,秋,2.8,否,门店自提,是,Yes,26,银行转账,每周
1109,27,男,短裤,服装,25,Nebraska,M,青绿色,秋,2.8,否,标准快递,是,Yes,50,现金,每两周
1110,66,男,卫衣,服装,97,Oklahoma,L,紫罗兰色,冬,,否,次日达,是,Yes,2,Venmo,每周
1111,28,男,卫衣,服装,61,Texas,L,青色,秋,3.0,否,标准快递,是,Yes,31,现金,双周
1112,22,男,鞋子,鞋履,66,New York,S,橄榄绿,夏,4.1,否,次日达,是,Yes,4,信用卡,双周
1113,69,男,卫衣,服装,67,Washington,XL,粉色,春,4.6,否,包邮,是,Yes,32,PayPal,每季
1114,28,男,太阳镜,配饰,80,Maryland,M,紫色,夏,4.8,否,次日达,是,Yes,11,PayPal,双周
1115,55,男,半身裙,服装,25,New Hampshire,L,紫罗兰色,秋,2.6,否,次日达,是,Yes,47,银行转账,每三个月
1116,30,男,帽子,配饰,58,New York,S,桃色,秋,4.0,否,两日达,是,Yes,37,现金,每周
1117,67,男,双肩包,配饰,96,Hawaii,M,炭灰色,冬,4.2,否,快递,是,Yes,39,PayPal,每两周
