客户ID,年龄,性别,购买商品,商品类别,消费金额(美元),所在州,尺码,颜色,季节,评分,是否订阅,配送方式,是否使用折扣,历史购买次数,支付方式,购买频率,年龄段,购买频率天数,客户类型
894,33,男,双肩包,配饰,51,Nebraska,M,红色,春,4.7,是,快递,是,14,Venmo,每月,成年,30,忠实客户
895,44,男,卫衣,服装,60,Wyoming,L,紫色,春,3.8,是,包邮,是,3,借记卡,每季,成年,90,回头客
896,40,男,帽子,配饰,69,Mississippi,XL,橄榄绿,春,4.7,是,次日达,是,33,借记卡,每季,成年,90,忠实客户
897,69,男,首饰,配饰,29,Arkansas,M,薰衣草紫,春,4.7,是,快递,是,38,现金,每两周,老年,14,忠实客户
898,29,男,衬衫,服装,91,Illinois,M,灰色,春,3.4,是,快递,是,46,Venmo,每周,青年,7,忠实客户
899,54,男,腰带,配饰,70,Nevada,L,红色,春,3.5,是,两日达,是,19,银行转账,每三个月,中年,90,忠实客户
900,65,男,毛衣,服装,58,Rhode Island,M,桃色,夏,4.0,是,标准快递,是,20,PayPal,每年,老年,365,忠实客户
901,54,男,帽子,配饰,98,West Virginia,L,灰色,秋,3.3,是,包邮,是,42,银行转账,每季,中年,90,忠实客户
902,60,男,围巾,配饰,68,Missouri,L,紫罗兰色,夏,4.7,是,两日达,是,34,现金,每月,老年,30,忠实客户
903,43,男,帽子,配饰,44,Kentucky,M,米色,夏,2.8,是,次日达,是,5,现金,每月,成年,30,回头客
904,44,男,夹克,外套,45,Washington,M,蓝色,冬,3.3,是,快递,是,3,PayPal,每季,成年,90,回头客
905,69,男,T恤,服装,99,Alaska,L,品红色,春,2.9,是,包邮,是,46,PayPal,每三个月,老年,90,忠实客户
906,46,男,连衣裙,服装,68,Mississippi,S,青色,春,2.8,是,标准快递,是,16,Venmo,每年,中年,365,忠实客户
907,41,男,长裤,服装,56,South Carolina,M,红色,春,4.2,是,标准快递,是,21,借记卡,双周,成年,14,忠实客户
908,32,男,毛衣,服装,43,Missouri,L,青色,冬,4.4,是,快递,是,34,信用卡,双周,成年,14,忠实客户
909,26,男,太阳镜,配饰,99,New Jersey,M,绿松石色,冬,3.6,是,包邮,是,9,PayPal,每三个月,青年,90,回头客
910,61,男,腰带,配饰,56,Louisiana,L,银色,秋,2.7,是,快递,是,36,PayPal,每周,老年,7,忠实客户
911,49,男,卫衣,服装,25,South Carolina,S,粉色,春,3.4,是,快递,是,22,信用卡,每月,中年,30,忠实客户
912,53,男,长裤,服装,74,Vermont,M,黑色,冬,2.8,是,两日达,是,2,银行转账,每季,中年,90,回头客
913,24,男,卫衣,服装,56,Arkansas,M,绿色,冬,3.4,是,次日达,是,32,银行转账,每月,青年,30,忠实客户
914,37,男,运动鞋,鞋履,47,Utah,M,黄色,秋,2.6,是,次日达,是,29,现金,每三个月,成年,90,忠实客户
915,43,男,连衣裙,服装,67,Washington,L,紫色,夏,4.1,是,标准快递,是,27,Venmo,每三个月,成年,90,忠实客户
916,31,男,连衣裙,服装,22,Rhode Island,L,紫色,冬,2.9,是,门店自提,是,33,信用卡,每两周,青年,14,忠实客户
917,49,男,牛仔裤,服装,34,Illinois,S,蓝色,春,2.7,是,标准快递,是,16,Venmo,每月,中年,30,忠实客户
918,69,男,毛衣,服装,64,Missouri,M,栗色,春,3.7,是,标准快递,是,11,银行转账,每季,老年,90,忠实客户
919,65,男,短裤,服装,42,North Carolina,M,橙色,春,4.3,是,两日达,是,11,现金,每两周,老年,14,忠实客户
920,41,男,衬衫,服装,82,Massachusetts,L,绿色,冬,2.6,是,两日达,是,17,借记卡,双周,成年,14,忠实客户
921,37,男,腰带,配饰,81,Arkansas,XL,金色,夏,4.3,是,包邮,是,37,现金,每周,成年,7,忠实客户
922,70,男,大衣,外套,24,South Dakota,L,银色,夏,4.1,是,快递,是,18,PayPal,每周,老年,7,忠实客户
923,63,男,运动鞋,鞋履,60,Georgia,M,青色,秋,4.2,是,标准快递,是,13,信用卡,每月,老年,30,忠实客户
924,55,男,衬衫,服装,24,Arkansas,M,银色,春,4.2,是,两日达,是,7,PayPal,每周,中年,7,回头客
925,52,男,袜子,服装,78,Kansas,XL,米色,冬,3.1,是,标准快递,是,37,现金,每季,中年,90,忠实客户
926,22,男,牛仔裤,服装,88,Arizona,L,青绿色,冬,4.9,是,快递,是,8,现金,每月,青年,30,回头客
927,54,男,牛仔裤,服装,63,Massachusetts,XL,绿色,春,4.4,是,快递,是,11,现金,双周,中年,14,忠实客户
928,28,男,运动鞋,鞋履,78,New Mexico,L,黑色,夏,4.4,是,标准快递,是,8,Venmo,双周,青年,14,回头客
929,67,男,连衣裙,服装,37,Arkansas,XL,黄色,冬,3.4,是,门店自提,是,31,现金,每三个月,老年,90,忠实客户
930,59,男,靴子,鞋履,94,Nebraska,M,白色,秋,4.5,是,两日达,是,26,借记卡,每两周,老年,14,忠实客户
931,26,男,T恤,服装,78,Hawaii,L,绿色,秋,4.5,是,门店自提,是,20,信用卡,双周,青年,14,忠实客户
932,24,男,大衣,外套,36,Nebraska,M,银色,冬,4.1,是,标准快递,是,24,银行转账,每两周,青年,14,忠实客户
933,62,男,半身裙,服装,24,Indiana,L,蓝色,冬,3.2,是,标准快递,是,45,借记卡,双周,老年,14,忠实客户
934,70,男,运动鞋,鞋履,84,Colorado,M,品红色,春,2.7,是,门店自提,是,33,借记卡,每月,老年,30,忠实客户
935,45,男,牛仔裤,服装,47,Oregon,S,黄色,春,3.7,是,快递,是,21,银行转账,每月,中年,30,忠实客户
936,58,男,卫衣,服装,51,Ohio,L,白色,秋,2.6,是,门店自提,是,2,银行转账,每两周,老年,14,回头客
937,31,男,鞋子,鞋履,84,Maine,M,粉色,夏,2.7,是,包邮,是,28,现金,每周,青年,7,忠实客户
938,32,男,短裤,服装,24,Iowa,M,品红色,夏,2.7,是,快递,是,18,Venmo,每季,成年,90,忠实客户
939,36,男,女式衬衫,服装,97,Wisconsin,S,青绿色,秋,4.8,是,包邮,是,21,借记卡,每两周,成年,14,忠实客户
940,25,男,T恤,服装,89,New York,L,靛蓝色,冬,4.8,是,次日达,是,24,信用卡,每月,青年,30,忠实客户
941,48,男,腰带,配饰,44,Colorado,S,栗色,春,2.6,是,门店自提,是,15,PayPal,每三个月,中年,90,忠实客户
942,39,男,手提包,配饰,35,Illinois,L,黑色,冬,4.5,是,两日达,是,38,PayPal,每三个月,成年,90,忠实客户
943,26,男,连衣裙,服装,91,Arizona,M,青色,冬,3.2,是,快递,是,38,PayPal,双周,青年,14,忠实客户
944,32,男,帽子,配饰,63,Oklahoma,L,青色,冬,3.8,是,次日达,是,13,Venmo,每两周,成年,14,忠实客户
945,54,男,腰带,配饰,97,Indiana,S,灰色,春,4.8,是,快递,是,39,现金,双周,中年,14,忠实客户
946,38,男,靴子,鞋履,38,Minnesota,M,紫罗兰色,夏,4.1,是,门店自提,是,8,Venmo,每三个月,成年,90,回头客
947,46,男,大衣,外套,24,Pennsylvania,XL,蓝色,春,2.8,是,次日达,是,4,PayPal,每季,中年,90,回头客
948,57,男,女式衬衫,服装,32,Indiana,M,炭灰色,冬,3.9,是,门店自提,是,6,现金,每三个月,中年,90,回头客
949,49,男,帽子,配饰,90,Alabama,L,橄榄绿,夏,4.9,是,快递,是,11,Venmo,每三个月,中年,90,忠实客户
950,33,男,牛仔裤,服装,36,Montana,M,橄榄绿,夏,3.4,是,标准快递,是,49,Venmo,每月,成年,30,忠实客户
951,54,男,双肩包,配饰,37,New Mexico,XL,绿松石色,冬,4.1,是,包邮,是,30,PayPal,每季,中年,90,忠实客户
952,47,男,连衣裙,服装,51,Alaska,M,青色,夏,2.9,是,快递,是,34,银行转账,每月,中年,30,忠实客户
953,36,男,帽子,配饰,71,Idaho,S,红色,秋,3.1,是,两日达,是,28,PayPal,每月,成年,30,忠实客户
954,68,男,太阳镜,配饰,50,Utah,S,青色,春,3.6,是,两日达,是,36,Venmo,每季,老年,90,忠实客户
955,60,男,帽子,配饰,74,Louisiana,S,绿松石色,秋,3.5,是,标准快递,是,18,信用卡,每三个月,老年,90,忠实客户
956,55,男,连衣裙,服装,75,Mississippi,L,薰衣草紫,夏,3.4,是,包邮,是,4,PayPal,每月,中年,30,回头客
957,29,男,衬衫,服装,99,Mississippi,XL,青色,春,2.9,是,两日达,是,42,借记卡,每季,青年,90,忠实客户
958,38,男,围巾,配饰,23,Indiana,XL,紫罗兰色,春,4.7,是,门店自提,是,11,现金,每季,成年,90,忠实客户
959,70,男,运动鞋,鞋履,53,Washington,XL,米色,冬,4.4,是,包邮,是,31,信用卡,双周,老年,14,忠实客户
960,36,男,半身裙,服装,99,Nevada,M,青色,春,2.6,是,标准快递,是,12,现金,每两周,成年,14,忠实客户
961,18,男,首饰,配饰,48,Louisiana,XL,靛蓝色,春,4.4,是,标准快递,是,20,Venmo,每季,青年,90,忠实客户
962,62,男,靴子,鞋履,72,Pennsylvania,L,橄榄绿,秋,3.7,是,次日达,是,37,借记卡,每季,老年,90,忠实客户
963,29,男,太阳镜,配饰,64,Michigan,L,绿色,春,4.4,是,标准快递,是,26,借记卡,每两周,青年,14,忠实客户
964,21,男,靴子,鞋履,63,South Carolina,L,绿色,春,2.5,是,两日达,是,14,信用卡,每周,青年,7,忠实客户
965,42,男,凉鞋,鞋履,51,Arizona,M,米色,春,2.6,是,次日达,是,12,Venmo,双周,成年,14,忠实客户
966,43,男,靴子,鞋履,55,Delaware,L,黑色,春,5.0,是,门店自提,是,10,信用卡,每年,成年,365,回头客
967,58,男,连衣裙,服装,55,Kentucky,M,棕色,春,4.9,是,快递,是,19,现金,每年,老年,365,忠实客户
968,27,男,卫衣,服装,26,Georgia,S,银色,夏,3.7,是,门店自提,是,4,现金,每周,青年,7,回头客
969,57,男,短裤,服装,67,North Carolina,L,灰色,夏,3.1,是,次日达,是,48,银行转账,每季,中年,90,忠实客户
970,40,男,大衣,外套,31,California,S,粉色,秋,3.2,是,快递,是,37,PayPal,每月,成年,30,忠实客户
971,45,男,牛仔裤,服装,66,California,S,栗色,冬,4.4,是,包邮,是,4,现金,每月,中年,30,回头客
972,47,男,太阳镜,配饰,67,Indiana,M,青色,夏,4.3,是,次日达,是,15,信用卡,每周,中年,7,忠实客户
973,61,男,运动鞋,鞋履,61,Colorado,L,金色,冬,3.0,是,标准快递,是,33,信用卡,每周,老年,7,忠实客户
974,60,男,夹克,外套,75,Colorado,M,青绿色,秋,3.5,是,两日达,是,30,银行转账,每季,老年,90,忠实客户
975,69,男,半身裙,服装,90,North Carolina,M,米色,春,3.6,是,两日达,是,23,银行转账,每月,老年,30,忠实客户
976,58,男,毛衣,服装,40,Washington,M,橄榄绿,夏,3.8,是,两日达,是,2,银行转账,每周,老年,7,回头客
977,34,男,T恤,服装,90,Florida,M,灰色,秋,3.6,是,快递,是,50,信用卡,每三个月,成年,90,忠实客户
978,20,男,腰带,配饰,20,Washington,M,黑色,春,4.6,是,快递,是,34,现金,双周,青年,14,忠实客户
979,56,男,手套,配饰,40,Colorado,M,绿松石色,夏,2.5,是,标准快递,是,33,信用卡,每周,中年,7,忠实客户
980,64,男,帽子,配饰,33,New Hampshire,S,棕色,秋,3.5,是,门店自提,是,34,借记卡,每月,老年,30,忠实客户
981,56,男,靴子,鞋履,98,Maryland,S,品红色,春,4.0,是,包邮,是,39,PayPal,每三个月,中年,90,忠实客户
982,27,男,腰带,配饰,42,Maryland,M,银色,春,3.5,是,次日达,是,47,信用卡,每季,青年,90,忠实客户
983,35,男,大衣,外套,62,Texas,S,红色,夏,3.2,是,标准快递,是,37,PayPal,每月,成年,30,忠实客户
984,24,男,帽子,配饰,45,New Mexico,L,靛蓝色,冬,3.5,是,包邮,是,40,Venmo,双周,青年,14,忠实客户
985,26,男,鞋子,鞋履,78,Utah,M,绿色,夏,3.4,是,包邮,是,8,信用卡,双周,青年,14,回头客
986,32,男,手提包,配饰,80,West Virginia,M,灰色,秋,5.0,是,快递,是,12,银行转账,每年,成年,365,忠实客户
987,54,男,围巾,配饰,96,Connecticut,S,桃色,春,4.5,是,门店自提,是,36,银行转账,每月,中年,30,忠实客户
988,62,男,手提包,配饰,47,West Virginia,M,炭灰色,夏,2.8,是,快递,是,48,PayPal,每周,老年,7,忠实客户
989,50,男,长裤,服装,84,Ohio,M,橙色,冬,4.9,是,两日达,是,47,PayPal,每两周,中年,14,忠实客户
990,70,男,鞋子,鞋履,31,Texas,M,米色,春,3.1,是,门店自提,是,2,银行转账,每月,老年,30,回头客
991,48,男,太阳镜,配饰,63,Washington,S,黄色,春,4.8,是,门店自提,是,24,现金,每周,中年,7,忠实客户
992,20,男,短裤,服装,97,Wisconsin,XL,白色,春,2.7,是,标准快递,是,40,银行转账,双周,青年,14,忠实客户
993,46,男,夹克,外套,99,Louisiana,M,灰色,冬,4.6,是,快递,是,50,借记卡,每周,中年,7,忠实客户
994,51,男,凉鞋,鞋履,90,Iowa,M,桃色,冬,4.4,是,门店自提,是,25,现金,每周,中年,7,忠实客户
995,53,男,鞋子,鞋履,68,New York,L,紫罗兰色,秋,3.2,是,快递,是,20,借记卡,每月,中年,30,忠实客户
996,44,男,首饰,配饰,80,Idaho,M,品红色,春,3.0,是,两日达,是,10,Venmo,每周,成年,7,回头客
997,29,男,凉鞋,鞋履,91,Delaware,L,栗色,夏,4.9,是,标准快递,是,32,银行转账,每季,青年,90,忠实客户
998,64,男,长裤,服装,30,Kentucky,M,青色,春,3.6,是,快递,是,31,现金,每两周,老年,14,忠实客户
999,51,男,鞋子,鞋履,90,Connecticut,M,白色,春,3.8,是,次日达,是,48,银行转账,双周,中年,14,忠实客户
1000,50,男,袜子,服装,28,New Mexico,L,棕色,春,2.9,是,标准快递,是,23,借记卡,每月,中年,30,忠实客户
1001,43,男,袜子,服装,46,Georgia,M,红色,冬,3.9,是,快递,是,1,银行转账,双周,成年,14,新客户
1002,61,男,连衣裙,服装,60,Washington,M,橙色,秋,3.6,是,标准快递,是,4,借记卡,每两周,老年,14,回头客
1003,55,男,鞋子,鞋履,59,North Dakota,M,白色,春,3.5,是,门店自提,是,3,银行转账,双周,中年,14,回头客
1004,56,男,帽子,配饰,68,Ohio,M,绿色,秋,4.0,是,门店自提,是,3,现金,双周,中年,14,回头客
1005,33,男,双肩包,配饰,79,Tennessee,M,黑色,夏,4.8,是,两日达,是,44,现金,每年,成年,365,忠实客户
1006,43,男,双肩包,配饰,94,New York,M,金色,冬,3.9,是,门店自提,是,5,借记卡,双周,成年,14,回头客
1007,21,男,长裤,服装,83,Michigan,S,薰衣草紫,夏,4.5,是,次日达,是,50,Venmo,每季,青年,90,忠实客户
1008,58,男,手套,配饰,62,Georgia,XL,绿松石色,春,4.8,是,标准快递,是,2,信用卡,每年,老年,365,回头客
1009,41,男,围巾,配饰,85,New Mexico,M,粉色,春,2.6,是,门店自提,是,29,PayPal,每年,成年,365,忠实客户
1010,39,男,卫衣,服装,30,Louisiana,M,银色,夏,3.1,是,快递,是,11,Venmo,每年,成年,365,忠实客户
1011,54,男,牛仔裤,服装,24,South Dakota,XL,灰色,春,4.7,是,两日达,是,37,信用卡,每两周,中年,14,忠实客户
1012,43,男,双肩包,配饰,25,Montana,L,靛蓝色,春,2.9,是,次日达,是,32,借记卡,每两周,成年,14,忠实客户
1013,28,男,凉鞋,鞋履,37,New Mexico,L,青绿色,夏,3.8,是,快递,是,27,信用卡,每年,青年,365,忠实客户
1014,59,男,腰带,配饰,69,South Carolina,XL,绿色,夏,3.8,是,两日达,是,31,Venmo,双周,老年,14,忠实客户
1015,28,男,鞋子,鞋履,97,Ohio,M,紫罗兰色,夏,3.0,是,标准快递,是,36,借记卡,每两周,青年,14,忠实客户
1016,68,男,手套,配饰,24,North Carolina,M,青色,夏,4.1,是,标准快递,是,34,现金,每周,老年,7,忠实客户
1017,20,男,腰带,配饰,30,Idaho,XL,蓝色,夏,3.4,是,快递,是,15,银行转账,每三个月,青年,90,忠实客户
1018,21,男,夹克,外套,53,Oklahoma,L,橙色,秋,2.5,是,快递,是,14,信用卡,每年,青年,365,忠实客户
1019,50,男,连衣裙,服装,70,Georgia,XL,炭灰色,春,4.9,是,次日达,是,46,现金,每周,中年,7,忠实客户
1020,32,男,衬衫,服装,76,Kentucky,S,米色,冬,2.8,是,标准快递,是,33,Venmo,双周,成年,14,忠实客户
1021,24,男,围巾,配饰,95,Delaware,M,黑色,秋,4.5,是,快递,是,41,借记卡,每年,青年,365,忠实客户
1022,55,男,大衣,外套,51,Massachusetts,S,薰衣草紫,冬,4.9,是,两日达,是,39,PayPal,每周,中年,7,忠实客户
1023,61,男,手提包,配饰,41,Nebraska,M,薰衣草紫,冬,4.9,是,门店自提,是,7,现金,每年,老年,365,回头客
1024,61,男,太阳镜,配饰,71,Maine,S,绿松石色,冬,3.5,是,包邮,是,29,银行转账,每三个月,老年,90,忠实客户
1025,28,男,T恤,服装,66,Pennsylvania,M,紫色,夏,3.5,是,包邮,是,18,Venmo,每季,青年,90,忠实客户
1026,60,男,衬衫,服装,84,Nebraska,M,橄榄绿,冬,4.9,是,包邮,是,15,信用卡,每年,老年,365,忠实客户
1027,49,男,手提包,配饰,95,Virginia,L,绿松石色,冬,3.0,是,快递,是,39,PayPal,双周,中年,14,忠实客户
1028,33,男,首饰,配饰,90,Ohio,L,青绿色,夏,2.8,是,次日达,是,11,现金,每月,成年,30,忠实客户
1029,45,男,卫衣,服装,36,Nebraska,S,薰衣草紫,夏,3.7,是,标准快递,是,4,现金,每两周,中年,14,回头客
1030,29,男,手套,配饰,22,Ohio,M,紫色,春,3.6,是,两日达,是,33,Venmo,双周,青年,14,忠实客户
1031,58,男,大衣,外套,89,Kentucky,L,蓝色,冬,3.3,是,次日达,是,37,借记卡,每季,老年,90,忠实客户
1032,22,男,凉鞋,鞋履,50,Tennessee,M,青绿色,春,3.4,是,包邮,是,32,现金,每季,青年,90,忠实客户
1033,55,男,靴子,鞋履,36,Maine,M,薰衣草紫,秋,4.0,是,包邮,是,44,信用卡,每季,中年,90,忠实客户
1034,19,男,长裤,服装,52,Montana,S,银色,春,4.6,是,包邮,是,41,银行转账,每季,青年,90,忠实客户
1035,68,男,袜子,服装,29,Maryland,M,橄榄绿,秋,4.2,是,次日达,是,44,银行转账,每周,老年,7,忠实客户
1036,61,男,女式衬衫,服装,89,Georgia,M,棕色,秋,2.8,是,快递,是,32,Venmo,每年,老年,365,忠实客户
1037,68,男,手提包,配饰,47,Hawaii,M,黄色,秋,3.7,是,两日达,是,13,银行转账,每月,老年,30,忠实客户
1038,52,男,首饰,配饰,25,Rhode Island,XL,棕色,春,3.4,是,标准快递,是,48,借记卡,每季,中年,90,忠实客户
1039,41,男,长裤,服装,74,Nebraska,XL,青色,秋,3.0,是,快递,是,3,银行转账,每周,成年,7,回头客
1040,29,男,腰带,配饰,46,Michigan,M,品红色,秋,4.8,是,标准快递,是,39,Venmo,每月,青年,30,忠实客户
1041,68,男,牛仔裤,服装,22,North Carolina,S,品红色,秋,4.0,是,次日达,是,7,现金,每两周,老年,14,回头客
1042,36,男,衬衫,服装,25,Minnesota,M,橙色,夏,4.9,是,次日达,是,11,现金,每两周,成年,14,忠实客户
1043,55,男,腰带,配饰,80,Maryland,M,栗色,春,4.9,是,次日达,是,47,信用卡,每周,中年,7,忠实客户
1044,28,男,牛仔裤,服装,76,Hawaii,M,绿色,春,3.3,是,两日达,是,28,借记卡,每两周,青年,14,忠实客户
1045,39,男,牛仔裤,服装,30,Oregon,L,青绿色,夏,4.4,是,次日达,是,17,银行转账,每三个月,成年,90,忠实客户
1046,54,男,毛衣,服装,79,New Mexico,L,黑色,秋,3.5,是,两日达,是,11,PayPal,双周,中年,14,忠实客户
1047,40,男,运动鞋,鞋履,22,Illinois,M,品红色,冬,4.2,是,标准快递,是,12,Venmo,每年,成年,365,忠实客户
1048,31,男,袜子,服装,36,Utah,S,橄榄绿,秋,4.2,是,标准快递,是,7,信用卡,每两周,青年,14,回头客
1049,30,男,袜子,服装,77,Maine,L,黄色,秋,2.7,是,标准快递,是,19,Venmo,每两周,青年,14,忠实客户
1050,45,男,太阳镜,配饰,33,Virginia,S,紫色,秋,2.8,是,门店自提,是,24,现金,每季,中年,90,忠实客户
1051,48,男,运动鞋,鞋履,64,Florida,M,米色,冬,3.8,是,次日达,是,19,Venmo,每月,中年,30,忠实客户
1052,45,男,袜子,服装,53,Ohio,M,靛蓝色,秋,2.6,是,包邮,是,39,PayPal,每年,中年,365,忠实客户
1053,60,男,鞋子,鞋履,36,Virginia,XL,粉色,秋,3.0,是,两日达,是,1,信用卡,每两周,老年,14,新客户
1054,59,男,女式衬衫,服装,70,Kansas,M,蓝色,春,3.3,否,两日达,是,10,借记卡,双周,老年,14,回头客
1055,18,男,短裤,服装,96,Arkansas,L,青色,冬,4.9,否,快递,是,48,PayPal,每季,青年,90,忠实客户
1056,70,男,夹克,外套,27,Massachusetts,M,橙色,春,3.3,否,次日达,是,24,借记卡,每年,老年,365,忠实客户
1057,20,男,毛衣,服装,64,Idaho,L,黑色,冬,2.9,否,两日达,是,42,Venmo,每两周,青年,14,忠实客户
1058,65,男,夹克,外套,23,Wisconsin,S,栗色,春,4.4,否,两日达,是,20,信用卡,每周,老年,7,忠实客户
1059,29,男,围巾,配饰,33,New Mexico,L,紫罗兰色,夏,3.1,否,次日达,是,49,银行转账,每三个月,青年,90,忠实客户
